Subject_Index,REM_Cycle_Index,Stage,Duration,Source
SC4652EG,SC4652EG_C2,4,30,EDF
SC4652EG,SC4652EG_C3,1,1530,EDF
SC4652EG,SC4652EG_C3,3,180,EDF
SC4652EG,SC4652EG_C4,1,120,EDF
SC4652EG,SC4652EG_C4,4,30,EDF
SC4652EG,SC4652EG_C5,1,60,EDF
SC4652EG,SC4652EG_C5,4,30,EDF
SC4652EG,SC4652EG_C6,1,30,EDF
SC4652EG,SC4652EG_C6,4,30,EDF
SC4652EG,SC4652EG_C7,1,30,EDF
SC4652EG,SC4652EG_C7,3,270,EDF
SC4652EG,SC4652EG_C7,4,30,EDF
SC4652EG,SC4652EG_C7,3,270,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,60,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,120,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,60,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,390,EDF
SC4652EG,SC4652EG_C7,3,60,EDF
SC4652EG,SC4652EG_C7,2,150,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,4,30,EDF
SC4652EG,SC4652EG_C7,5,390,EDF
SC4652EG,SC4652EG_C7,4,60,EDF
SC4652EG,SC4652EG_C7,3,360,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,150,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,60,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,150,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,60,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,60,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,60,EDF
SC4652EG,SC4652EG_C7,2,1200,EDF
SC4652EG,SC4652EG_C7,3,90,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,90,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,120,EDF
SC4652EG,SC4652EG_C7,2,120,EDF
SC4652EG,SC4652EG_C7,3,60,EDF
SC4652EG,SC4652EG_C7,2,60,EDF
SC4652EG,SC4652EG_C7,3,60,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,90,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,2,300,EDF
SC4652EG,SC4652EG_C7,3,30,EDF
SC4652EG,SC4652EG_C7,4,30,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,120,EDF
SC4652EG,SC4652EG_C7,5,270,EDF
SC4652EG,SC4652EG_C7,4,60,EDF
SC4652EG,SC4652EG_C7,3,120,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,420,EDF
SC4652EG,SC4652EG_C7,2,30,EDF
SC4652EG,SC4652EG_C7,3,150,EDF
SC4652EG,SC4652EG_C7,2,90,EDF
SC4652EG,SC4652EG_C7,4,30,EDF
SC4652EG,SC4652EG_C7,3,270,EDF
SC4652EG,SC4652EG_C8,1,90,EDF
SC4652EG,SC4652EG_C8,3,30,EDF
SC4652EG,SC4652EG_C9,1,960,EDF
SC4652EG,SC4652EG_C9,4,30,EDF
SC4652EG,SC4652EG_C10,1,30,EDF
SC4652EG,SC4652EG_C10,4,90,EDF
SC4652EG,SC4652EG_C11,1,30,EDF
SC4652EG,SC4652EG_C11,4,30,EDF
SC4652EG,SC4652EG_C12,1,90,EDF
SC4652EG,SC4652EG_C12,3,30,EDF
SC4652EG,SC4652EG_C13,1,30,EDF
SC4652EG,SC4652EG_C13,3,60,EDF
SC4652EG,SC4652EG_C14,1,60,EDF
SC4652EG,SC4652EG_C14,3,90,EDF
SC4652EG,SC4652EG_C15,1,450,EDF
SC4652EG,SC4652EG_C15,3,30,EDF
SC4652EG,SC4652EG_C16,1,30,EDF
SC4652EG,SC4652EG_C16,4,30,EDF
SC4652EG,SC4652EG_C17,1,60,EDF
SC4652EG,SC4652EG_C17,4,90,EDF
SC4652EG,SC4652EG_C17,3,630,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,2,150,EDF
SC4652EG,SC4652EG_C17,3,90,EDF
SC4652EG,SC4652EG_C17,2,210,EDF
SC4652EG,SC4652EG_C17,0,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,5,180,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,5,210,EDF
SC4652EG,SC4652EG_C17,4,90,EDF
SC4652EG,SC4652EG_C17,3,210,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,330,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,120,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,480,EDF
SC4652EG,SC4652EG_C17,2,60,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,2,120,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,60,EDF
SC4652EG,SC4652EG_C17,2,150,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,5,30,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,360,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,5,60,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,120,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,150,EDF
SC4652EG,SC4652EG_C17,4,90,EDF
SC4652EG,SC4652EG_C17,5,450,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,5,120,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,5,30,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,420,EDF
SC4652EG,SC4652EG_C17,5,30,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,5,30,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,30,EDF
SC4652EG,SC4652EG_C17,4,60,EDF
SC4652EG,SC4652EG_C17,3,330,EDF
SC4652EG,SC4652EG_C17,4,30,EDF
SC4652EG,SC4652EG_C17,3,180,EDF
SC4652EG,SC4652EG_C17,4,90,EDF
SC4652EG,SC4652EG_C17,3,150,EDF
SC4652EG,SC4652EG_C17,2,30,EDF
SC4652EG,SC4652EG_C17,3,60,EDF
SC4652EG,SC4652EG_C18,1,960,EDF
SC4652EG,SC4652EG_C18,4,180,EDF
SC4652EG,SC4652EG_C19,1,600,EDF
SC4652EG,SC4652EG_C19,4,30,EDF
SC4652EG,SC4652EG_C20,1,30,EDF
SC4652EG,SC4652EG_C20,4,30,EDF
SC4652EG,SC4652EG_C20,3,60,EDF
SC4652EG,SC4652EG_C21,1,60,EDF
SC4652EG,SC4652EG_C21,3,180,EDF
SC4652EG,SC4652EG_C21,4,30,EDF
SC4652EG,SC4652EG_C21,3,60,EDF
SC4652EG,SC4652EG_C21,5,30,EDF
SC4652EG,SC4652EG_C21,4,90,EDF
SC4652EG,SC4652EG_C21,3,420,EDF
SC4652EG,SC4652EG_C21,2,30,EDF
SC4652EG,SC4652EG_C21,3,90,EDF
SC4652EG,SC4652EG_C21,2,30,EDF
SC4652EG,SC4652EG_C21,3,120,EDF
SC4652EG,SC4652EG_C21,2,210,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,2,60,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,2,180,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,4,30,EDF
SC4652EG,SC4652EG_C21,3,60,EDF
SC4652EG,SC4652EG_C21,5,30,EDF
SC4652EG,SC4652EG_C21,4,90,EDF
SC4652EG,SC4652EG_C21,3,150,EDF
SC4652EG,SC4652EG_C21,4,30,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,4,60,EDF
SC4652EG,SC4652EG_C21,3,90,EDF
SC4652EG,SC4652EG_C21,5,270,EDF
SC4652EG,SC4652EG_C21,4,120,EDF
SC4652EG,SC4652EG_C21,3,60,EDF
SC4652EG,SC4652EG_C21,5,30,EDF
SC4652EG,SC4652EG_C21,4,60,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,4,120,EDF
SC4652EG,SC4652EG_C21,3,660,EDF
SC4652EG,SC4652EG_C21,2,30,EDF
SC4652EG,SC4652EG_C21,3,60,EDF
SC4652EG,SC4652EG_C21,5,30,EDF
SC4652EG,SC4652EG_C21,4,30,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,4,30,EDF
SC4652EG,SC4652EG_C21,3,90,EDF
SC4652EG,SC4652EG_C21,4,30,EDF
SC4652EG,SC4652EG_C21,3,240,EDF
SC4652EG,SC4652EG_C21,4,30,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,4,90,EDF
SC4652EG,SC4652EG_C21,3,420,EDF
SC4652EG,SC4652EG_C21,2,30,EDF
SC4652EG,SC4652EG_C21,3,30,EDF
SC4652EG,SC4652EG_C21,2,30,EDF
SC4652EG,SC4652EG_C21,3,90,EDF
SC4652EG,SC4652EG_C22,1,30,EDF
SC4652EG,SC4652EG_C22,4,30,EDF
SC4652EG,SC4652EG_C22,5,30,EDF
SC4652EG,SC4652EG_C22,4,30,EDF
SC4652EG,SC4652EG_C23,1,120,EDF
SC4652EG,SC4652EG_C23,4,30,EDF
SC4652EG,SC4652EG_C24,1,90,EDF
SC4652EG,SC4652EG_C24,4,120,EDF
SC4652EG,SC4652EG_C24,3,60,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,60,EDF
SC4652EG,SC4652EG_C24,3,120,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,3,150,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,3,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,3,30,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,3,30,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,60,EDF
SC4652EG,SC4652EG_C24,5,120,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,120,EDF
SC4652EG,SC4652EG_C24,3,30,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,60,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,3,30,EDF
SC4652EG,SC4652EG_C24,4,60,EDF
SC4652EG,SC4652EG_C24,3,60,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,90,EDF
SC4652EG,SC4652EG_C24,5,30,EDF
SC4652EG,SC4652EG_C24,4,30,EDF
SC4652EG,SC4652EG_C24,5,20730,EDF
SC4661EJ,SC4661EJ_C1,1,150,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,180,EDF
SC4661EJ,SC4661EJ_C1,3,30,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,3,60,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,3,300,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,3,690,EDF
SC4661EJ,SC4661EJ_C1,2,30,EDF
SC4661EJ,SC4661EJ_C1,3,60,EDF
SC4661EJ,SC4661EJ_C1,2,30,EDF
SC4661EJ,SC4661EJ_C1,3,30,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,1230,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,210,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,60,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,150,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,120,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,90,EDF
SC4661EJ,SC4661EJ_C1,5,270,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,510,EDF
SC4661EJ,SC4661EJ_C1,3,60,EDF
SC4661EJ,SC4661EJ_C1,4,240,EDF
SC4661EJ,SC4661EJ_C1,3,510,EDF
SC4661EJ,SC4661EJ_C1,4,150,EDF
SC4661EJ,SC4661EJ_C1,3,300,EDF
SC4661EJ,SC4661EJ_C1,4,210,EDF
SC4661EJ,SC4661EJ_C1,3,120,EDF
SC4661EJ,SC4661EJ_C1,4,540,EDF
SC4661EJ,SC4661EJ_C1,5,210,EDF
SC4661EJ,SC4661EJ_C1,4,270,EDF
SC4661EJ,SC4661EJ_C1,5,60,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,2160,EDF
SC4661EJ,SC4661EJ_C1,4,60,EDF
SC4661EJ,SC4661EJ_C1,5,270,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,600,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,210,EDF
SC4661EJ,SC4661EJ_C1,5,150,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,240,EDF
SC4661EJ,SC4661EJ_C1,4,180,EDF
SC4661EJ,SC4661EJ_C1,5,90,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,90,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,60,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,150,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,240,EDF
SC4661EJ,SC4661EJ_C1,5,210,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,30,EDF
SC4661EJ,SC4661EJ_C1,5,30,EDF
SC4661EJ,SC4661EJ_C1,4,540,EDF
SC4661EJ,SC4661EJ_C1,3,420,EDF
SC4661EJ,SC4661EJ_C1,4,150,EDF
SC4661EJ,SC4661EJ_C1,3,90,EDF
SC4661EJ,SC4661EJ_C2,1,180,EDF
SC4661EJ,SC4661EJ_C2,4,30,EDF
SC4661EJ,SC4661EJ_C3,1,510,EDF
SC4661EJ,SC4661EJ_C3,4,690,EDF
SC4661EJ,SC4661EJ_C4,1,90,EDF
SC4661EJ,SC4661EJ_C4,4,180,EDF
SC4661EJ,SC4661EJ_C4,3,90,EDF
SC4661EJ,SC4661EJ_C5,1,600,EDF
SC4661EJ,SC4661EJ_C5,3,690,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,3,30,EDF
SC4661EJ,SC4661EJ_C5,4,60,EDF
SC4661EJ,SC4661EJ_C5,5,60,EDF
SC4661EJ,SC4661EJ_C5,4,90,EDF
SC4661EJ,SC4661EJ_C5,3,690,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,4,60,EDF
SC4661EJ,SC4661EJ_C5,3,270,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,3,30,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,3,30,EDF
SC4661EJ,SC4661EJ_C5,2,180,EDF
SC4661EJ,SC4661EJ_C5,3,60,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,3,210,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,3,60,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,3,30,EDF
SC4661EJ,SC4661EJ_C5,2,30,EDF
SC4661EJ,SC4661EJ_C5,3,180,EDF
SC4661EJ,SC4661EJ_C5,4,180,EDF
SC4661EJ,SC4661EJ_C5,3,360,EDF
SC4661EJ,SC4661EJ_C5,5,30,EDF
SC4661EJ,SC4661EJ_C5,4,30,EDF
SC4661EJ,SC4661EJ_C5,3,240,EDF
SC4661EJ,SC4661EJ_C6,1,1770,EDF
SC4661EJ,SC4661EJ_C6,3,720,EDF
SC4661EJ,SC4661EJ_C6,4,150,EDF
SC4661EJ,SC4661EJ_C6,3,120,EDF
SC4661EJ,SC4661EJ_C6,4,30,EDF
SC4661EJ,SC4661EJ_C6,3,720,EDF
SC4661EJ,SC4661EJ_C6,4,510,EDF
SC4661EJ,SC4661EJ_C6,3,270,EDF
SC4661EJ,SC4661EJ_C6,4,60,EDF
SC4661EJ,SC4661EJ_C6,3,1290,EDF
SC4661EJ,SC4661EJ_C6,5,840,EDF
SC4661EJ,SC4661EJ_C6,4,120,EDF
SC4661EJ,SC4661EJ_C6,5,690,EDF
SC4661EJ,SC4661EJ_C6,4,420,EDF
SC4661EJ,SC4661EJ_C6,5,90,EDF
SC4661EJ,SC4661EJ_C6,4,30,EDF
SC4661EJ,SC4661EJ_C6,5,30,EDF
SC4661EJ,SC4661EJ_C6,4,60,EDF
SC4661EJ,SC4661EJ_C6,5,60,EDF
SC4661EJ,SC4661EJ_C6,4,150,EDF
SC4661EJ,SC4661EJ_C6,5,30,EDF
SC4661EJ,SC4661EJ_C6,4,390,EDF
SC4661EJ,SC4661EJ_C6,5,30,EDF
SC4661EJ,SC4661EJ_C6,4,120,EDF
SC4661EJ,SC4661EJ_C6,5,19890,EDF
SC4661EJ,SC4661EJ_C6,4,180,EDF
SC4661EJ,SC4661EJ_C6,5,180,EDF
SC4661EJ,SC4661EJ_C6,4,330,EDF
SC4661EJ,SC4661EJ_C6,3,270,EDF
SC4661EJ,SC4661EJ_C6,4,60,EDF
SC4661EJ,SC4661EJ_C6,3,90,EDF
SC4661EJ,SC4661EJ_C6,2,30,EDF
SC4661EJ,SC4661EJ_C6,3,660,EDF
SC4661EJ,SC4661EJ_C6,4,60,EDF
SC4661EJ,SC4661EJ_C6,3,570,EDF
SC4661EJ,SC4661EJ_C6,4,90,EDF
SC4661EJ,SC4661EJ_C6,3,210,EDF
SC4661EJ,SC4661EJ_C6,4,30,EDF
SC4661EJ,SC4661EJ_C6,5,1770,EDF
SC4662EJ,SC4662EJ_C1,1,540,EDF
SC4662EJ,SC4662EJ_C1,4,90,EDF
SC4662EJ,SC4662EJ_C2,1,1140,EDF
SC4662EJ,SC4662EJ_C2,4,120,EDF
SC4662EJ,SC4662EJ_C2,3,150,EDF
SC4662EJ,SC4662EJ_C2,4,90,EDF
SC4662EJ,SC4662EJ_C2,3,180,EDF
SC4662EJ,SC4662EJ_C2,4,30,EDF
SC4662EJ,SC4662EJ_C2,3,180,EDF
SC4662EJ,SC4662EJ_C2,2,60,EDF
SC4662EJ,SC4662EJ_C2,3,60,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,60,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,60,EDF
SC4662EJ,SC4662EJ_C2,5,240,EDF
SC4662EJ,SC4662EJ_C2,4,120,EDF
SC4662EJ,SC4662EJ_C2,3,360,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,90,EDF
SC4662EJ,SC4662EJ_C2,2,60,EDF
SC4662EJ,SC4662EJ_C2,3,210,EDF
SC4662EJ,SC4662EJ_C2,2,180,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C2,2,540,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C2,2,60,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C2,2,90,EDF
SC4662EJ,SC4662EJ_C2,5,90,EDF
SC4662EJ,SC4662EJ_C2,4,90,EDF
SC4662EJ,SC4662EJ_C2,3,720,EDF
SC4662EJ,SC4662EJ_C2,4,60,EDF
SC4662EJ,SC4662EJ_C2,3,240,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C2,4,60,EDF
SC4662EJ,SC4662EJ_C2,3,120,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,330,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,270,EDF
SC4662EJ,SC4662EJ_C2,4,150,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C2,4,30,EDF
SC4662EJ,SC4662EJ_C2,3,210,EDF
SC4662EJ,SC4662EJ_C2,2,30,EDF
SC4662EJ,SC4662EJ_C2,3,30,EDF
SC4662EJ,SC4662EJ_C3,1,750,EDF
SC4662EJ,SC4662EJ_C3,4,90,EDF
SC4662EJ,SC4662EJ_C4,1,810,EDF
SC4662EJ,SC4662EJ_C4,4,30,EDF
SC4662EJ,SC4662EJ_C5,1,90,EDF
SC4662EJ,SC4662EJ_C5,4,30,EDF
SC4662EJ,SC4662EJ_C6,1,120,EDF
SC4662EJ,SC4662EJ_C6,4,450,EDF
SC4662EJ,SC4662EJ_C6,3,870,EDF
SC4662EJ,SC4662EJ_C6,4,60,EDF
SC4662EJ,SC4662EJ_C6,5,2190,EDF
SC4662EJ,SC4662EJ_C6,4,480,EDF
SC4662EJ,SC4662EJ_C6,5,300,EDF
SC4662EJ,SC4662EJ_C6,4,30,EDF
SC4662EJ,SC4662EJ_C6,5,60,EDF
SC4662EJ,SC4662EJ_C6,4,30,EDF
SC4662EJ,SC4662EJ_C6,5,30,EDF
SC4662EJ,SC4662EJ_C6,4,60,EDF
SC4662EJ,SC4662EJ_C6,5,120,EDF
SC4662EJ,SC4662EJ_C6,4,60,EDF
SC4662EJ,SC4662EJ_C6,5,30,EDF
SC4662EJ,SC4662EJ_C6,4,60,EDF
SC4662EJ,SC4662EJ_C6,5,60,EDF
SC4662EJ,SC4662EJ_C6,4,30,EDF
SC4662EJ,SC4662EJ_C6,5,30,EDF
SC4662EJ,SC4662EJ_C6,4,30,EDF
SC4662EJ,SC4662EJ_C6,5,30,EDF
SC4662EJ,SC4662EJ_C6,4,60,EDF
SC4662EJ,SC4662EJ_C6,5,30,EDF
SC4662EJ,SC4662EJ_C6,4,300,EDF
SC4662EJ,SC4662EJ_C6,3,120,EDF
SC4662EJ,SC4662EJ_C6,4,60,EDF
SC4662EJ,SC4662EJ_C6,3,480,EDF
SC4662EJ,SC4662EJ_C6,4,30,EDF
SC4662EJ,SC4662EJ_C6,5,30,EDF
SC4662EJ,SC4662EJ_C6,4,30,EDF
SC4662EJ,SC4662EJ_C6,5,240,EDF
SC4662EJ,SC4662EJ_C6,4,30,EDF
SC4662EJ,SC4662EJ_C6,5,30,EDF
SC4662EJ,SC4662EJ_C6,4,270,EDF
SC4662EJ,SC4662EJ_C6,3,240,EDF
SC4662EJ,SC4662EJ_C6,4,90,EDF
SC4662EJ,SC4662EJ_C6,3,840,EDF
SC4662EJ,SC4662EJ_C6,2,30,EDF
SC4662EJ,SC4662EJ_C6,3,180,EDF
SC4662EJ,SC4662EJ_C7,1,150,EDF
SC4662EJ,SC4662EJ_C7,4,60,EDF
SC4662EJ,SC4662EJ_C8,1,480,EDF
SC4662EJ,SC4662EJ_C8,4,60,EDF
SC4662EJ,SC4662EJ_C9,1,270,EDF
SC4662EJ,SC4662EJ_C9,4,90,EDF
SC4662EJ,SC4662EJ_C10,1,270,EDF
